College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Salary
CLG0085,89,8.5,8.02,9,Yes,1,3,1,No,588237.9881366207
CLG0029,118,9.98,10.1,7,Yes,5,3,1,No,748292.6836797409
CLG0020,85,5.17,5.23,4,Yes,3,5,5,No,416009.80000414734
CLG0073,98,5.33,5.06,3,No,0,9,0,No,461296.8997314609
CLG0068,91,5.39,5.54,6,Yes,8,1,0,No,471539.3026816957
CLG0015,85,8.71,9.09,3,No,8,1,1,No,615105.2744582391
CLG0052,111,5.68,5.46,7,No,10,9,5,Yes,492312.6686985667
CLG0087,108,8.11,8.44,1,Yes,4,7,3,No,639462.5630310356
CLG0080,118,6.62,6.78,7,No,7,4,1,No,574101.5495454153
CLG0001,73,7.29,6.82,3,Yes,5,1,0,No,482921.62553385174
CLG0019,115,6.08,5.96,9,No,6,6,1,No,510582.2373632804
CLG0026,137,9.33,9.34,6,Yes,5,9,0,Yes,740656.8553094112
CLG0059,93,7.93,8.16,7,No,6,6,4,No,586270.8805373939
CLG0004,128,9.72,9.51,9,No,2,5,3,Yes,721588.9498368696
CLG0062,96,7.87,8.35,6,No,10,1,5,No,590271.4875111866
CLG0092,79,5.62,5.8,10,No,2,9,0,No,445346.8007108579
CLG0057,95,5.85,5.72,2,Yes,9,9,5,No,497388.4404287629
CLG0060,115,9.95,9.55,6,No,2,1,2,Yes,701273.8870775333
CLG0035,87,8.63,8.31,6,No,9,4,2,No,599306.307083421
CLG0035,90,5.25,5.24,2,Yes,5,1,5,No,439819.29448719375
CLG0040,108,8.52,8.51,7,No,0,10,3,Yes,634285.9567583302
CLG0021,100,7.06,7.33,9,No,8,4,3,No,562522.9610269152
CLG0027,108,6.54,6.77,10,No,8,7,2,No,544706.9608715137
CLG0047,103,5.77,5.47,4,No,3,8,5,No,480754.34867508936
CLG0013,107,9.2,9.29,5,Yes,1,3,5,No,652078.2801264729
CLG0054,93,5.32,4.84,6,Yes,6,3,5,No,425343.88244960154
CLG0006,103,6.45,6.35,1,No,6,10,5,No,513690.55450417043
CLG0031,86,6.53,6.79,8,Yes,5,5,5,No,515925.95409171324
CLG0087,119,5.8,5.7,9,No,7,6,4,No,509287.80291119264
CLG0033,90,7.54,7.88,1,No,2,3,4,No,571111.397937286
CLG0009,116,5.06,5.54,4,No,1,6,0,No,517233.93244104687
CLG0069,96,6.5,6.61,6,No,9,10,3,No,515447.0230075843
CLG0044,103,9.67,9.32,10,Yes,0,7,2,No,680420.2272008185
CLG0058,92,6.55,6.43,1,No,2,6,5,No,514700.9437961688
CLG0038,84,6.8,6.31,3,Yes,7,6,5,No,473049.10714197974
CLG0044,73,7.37,7.47,7,No,7,2,3,No,520083.2128568679
CLG0068,84,7.81,8.13,8,No,6,4,2,No,582605.2287255127
CLG0032,95,9.04,9.17,8,No,1,1,2,No,660711.0042163309
CLG0003,103,5.95,6.24,5,No,2,10,0,No,503559.055559386
CLG0098,115,9.36,9.66,1,Yes,6,5,3,Yes,721743.0381760008
CLG0059,93,8.79,9.14,1,No,10,10,4,Yes,609169.4460568547
CLG0012,86,8.61,8.38,8,Yes,7,3,3,No,578363.5865648643
CLG0100,78,5.43,5.8,5,No,8,3,2,No,459472.0304512787
CLG0046,107,5.11,5.26,9,No,5,4,4,No,465101.1089707452
CLG0032,120,7.97,7.76,1,Yes,9,9,2,Yes,636678.4566566302
CLG0031,118,9.32,9.81,2,Yes,2,6,3,Yes,726320.2419391049
CLG0013,110,7.92,8.37,4,Yes,8,10,2,Yes,648254.2725543508
CLG0049,109,6.07,6.14,10,No,4,8,5,No,525081.4906592373
CLG0086,125,5.45,5.79,7,No,3,5,1,No,542461.373049961
CLG0091,104,8.5,8.26,4,No,8,6,4,No,610397.4241169696
CLG0069,109,8.61,8.53,8,No,9,3,5,No,647804.6786035753
CLG0064,95,5.86,5.54,7,Yes,1,7,0,No,454835.66752923693
CLG0026,79,5.14,5.16,5,No,9,9,1,No,413503.0816073314
CLG0049,89,7.04,7.04,7,No,3,9,5,No,539487.7970071693
CLG0083,99,7.91,7.62,8,Yes,5,7,2,No,554416.3759428556
CLG0023,100,8.53,8.7,3,No,10,3,3,No,643638.2878523218
CLG0092,128,9.05,8.67,3,No,5,5,2,Yes,698757.8599161636
CLG0066,101,8.05,7.61,2,No,10,10,0,No,573686.8340086432
CLG0003,117,5.55,5.43,4,No,9,9,3,Yes,513884.5145230259
CLG0077,93,8.41,8.32,4,No,4,9,4,Yes,612633.6177919926
CLG0100,95,9.92,9.74,4,No,9,3,4,No,679836.1187337704
CLG0021,80,9.53,9.29,2,Yes,6,5,2,No,619118.2864520766
CLG0046,88,9.36,9.2,7,Yes,4,1,1,No,645266.3214502842
CLG0039,107,6.51,6.17,10,No,5,7,3,No,527770.2619129145
CLG0078,100,8.75,8.65,3,Yes,0,2,5,No,642190.4289986249
CLG0038,114,9.26,9.66,10,No,7,10,1,Yes,720079.3435096632
CLG0028,102,8.39,8.11,1,No,4,10,2,Yes,581175.1196019085
CLG0069,94,6.25,6.43,2,No,4,6,5,No,513378.6045052554
CLG0045,132,9.77,9.41,5,No,9,10,5,Yes,724941.8405304552
CLG0062,98,7.25,7.1,9,No,5,6,3,No,552859.1510661683
CLG0017,117,5.65,5.47,4,Yes,5,7,4,No,520417.1795768652
CLG0040,93,5.55,5.99,6,No,7,3,4,No,477584.21470712783
CLG0035,110,8.24,8.17,3,Yes,3,8,2,Yes,639177.8273356643
CLG0082,113,7.19,7.38,9,No,3,5,3,No,598971.8143683546
CLG0057,103,5.47,5.57,2,No,2,10,5,No,484656.4064401231
CLG0085,64,8.7,8.34,8,No,8,4,2,No,550925.2264551554
CLG0025,100,9.0,9.44,3,Yes,7,9,4,Yes,661129.7764212994
CLG0095,118,8.63,8.48,8,No,4,9,5,Yes,654354.338645189
CLG0015,107,6.01,5.55,3,No,10,2,5,No,501637.8233803449
CLG0019,106,8.45,8.25,4,Yes,7,1,0,No,639011.5212839491
CLG0051,74,5.05,4.89,8,No,5,3,1,No,399316.55533859873
CLG0013,89,6.53,6.12,10,No,4,10,2,No,489103.1212110736
CLG0096,106,6.99,7.11,4,No,8,8,5,No,578912.0924309349
CLG0095,106,9.18,9.03,9,No,8,4,0,No,654008.1125896212
CLG0078,118,6.95,7.08,9,No,10,5,4,No,610166.5436355112
CLG0025,97,5.06,4.57,6,No,7,5,2,No,421400.75119905727
CLG0083,106,6.76,7.24,1,No,9,2,4,No,578733.0756335506
CLG0023,100,7.49,7.16,9,No,2,1,4,No,552635.9253709809
CLG0083,85,9.75,9.91,9,Yes,8,8,2,Yes,649764.2111579021
CLG0081,66,9.71,9.93,7,Yes,5,10,0,No,618014.1172084721
CLG0059,106,5.9,5.57,9,No,8,5,2,No,480882.23689513345
CLG0016,102,5.93,5.54,8,No,0,2,5,No,472175.0073267558
CLG0096,90,5.82,5.47,9,No,0,7,4,No,445214.727559997
CLG0095,75,8.94,8.69,9,Yes,5,2,3,No,571175.3219252438
CLG0051,109,5.03,4.7,7,Yes,3,6,4,No,466671.05181017925
CLG0010,96,5.64,5.81,6,No,4,9,5,No,491579.731646648
CLG0072,108,7.69,7.61,2,Yes,4,4,2,No,609191.1255803641
CLG0055,127,6.24,6.28,7,Yes,2,5,0,No,567308.2265788534
CLG0062,67,5.46,5.01,1,No,8,1,4,No,385277.9181680866
CLG0045,89,6.8,7.16,6,No,0,1,0,No,537246.0370429908
CLG0066,96,6.37,6.04,6,No,5,9,5,No,499042.828223498
CLG0025,121,7.56,7.42,7,No,1,5,0,No,608275.143450977
CLG0058,75,9.9,9.47,2,No,1,3,1,No,629882.0559275454
CLG0091,129,5.62,5.26,4,Yes,8,2,5,No,519702.44709432474
CLG0064,102,6.86,7.03,2,No,9,10,0,No,555598.2291877232
CLG0044,98,9.66,9.85,4,Yes,1,7,4,No,684891.2763154195
CLG0024,97,9.38,9.56,3,No,8,4,4,No,652415.7037891028
CLG0051,93,6.97,7.02,2,No,7,3,2,No,538946.2242100124
CLG0063,115,8.49,8.94,2,Yes,6,2,2,Yes,667065.1128513903
CLG0024,83,5.44,5.45,3,No,7,10,0,No,438601.9170759438
CLG0048,105,8.56,8.51,10,Yes,8,10,5,Yes,643936.5931148053
CLG0020,94,9.86,9.61,4,Yes,9,4,5,No,675292.8170796623
CLG0032,88,7.69,7.29,7,No,8,9,3,No,536888.1215516162
CLG0034,138,7.49,7.54,4,No,2,10,5,Yes,666249.887713646
CLG0093,106,5.94,5.75,7,Yes,9,7,5,No,496385.1824631113
CLG0052,109,8.17,8.19,4,No,0,1,4,No,612243.0316701719
CLG0038,117,7.95,7.66,3,Yes,7,3,0,No,608792.195662402
CLG0014,78,8.26,8.6,8,No,9,5,5,No,573451.3702411933
CLG0024,126,5.13,5.63,3,No,3,7,2,No,520573.87697780965
CLG0099,62,7.74,7.56,8,Yes,4,5,4,No,490976.36827757687
CLG0083,88,7.97,8.31,2,Yes,10,9,1,No,582962.1463690604
CLG0072,93,6.04,6.41,3,Yes,5,7,5,No,488013.1530813379
CLG0008,108,6.04,6.54,4,No,5,1,2,No,560265.7314998916
CLG0006,103,6.38,6.22,3,No,6,6,5,No,526623.6305938397
CLG0075,97,8.56,8.82,6,No,9,2,1,No,640837.7430626722
CLG0043,99,8.03,7.76,9,No,2,6,4,No,593670.8098619741
CLG0055,85,9.23,9.35,10,No,1,3,3,No,637433.8191243337
CLG0077,77,6.48,6.68,8,No,8,2,0,No,474899.591164233
CLG0027,110,9.56,9.8,4,No,1,3,0,No,704103.631878843
CLG0024,110,8.72,8.43,2,No,8,10,3,Yes,644222.7921009491
CLG0092,123,6.98,7.33,10,Yes,9,4,0,No,602991.9341720775
CLG0067,88,5.48,5.4,1,Yes,3,1,5,No,448209.2637874691
CLG0006,110,6.28,6.0,4,No,10,4,5,No,500997.7681733873
CLG0066,95,9.78,9.82,5,No,0,6,0,No,678203.681679222
CLG0097,117,6.55,6.91,2,Yes,2,5,1,No,577770.4805685208
CLG0016,115,6.65,7.12,3,No,9,5,0,No,577023.975134414
CLG0057,103,5.95,6.2,4,Yes,1,9,1,No,506439.6771656718
CLG0062,94,9.03,8.54,3,Yes,3,9,0,No,622181.0274627251
CLG0091,114,6.38,6.01,8,Yes,1,9,5,Yes,530665.4577642737
CLG0085,109,6.65,6.23,2,No,9,7,0,No,528194.0851839331
CLG0065,89,7.07,6.67,9,Yes,5,10,2,No,508234.63195594837
CLG0018,80,7.17,7.05,6,Yes,10,9,3,No,520924.289331193
CLG0080,95,7.06,6.9,1,Yes,9,8,2,No,514706.0253526978
CLG0038,122,7.52,7.13,8,Yes,0,8,0,No,601180.4302931475
CLG0018,117,9.07,9.45,10,Yes,4,5,1,No,702483.6224230502
CLG0014,83,9.1,9.22,6,Yes,8,9,0,No,614254.7156847429
CLG0026,82,8.99,9.29,4,No,0,8,4,Yes,639047.2771497127
CLG0070,119,5.51,5.38,6,No,3,7,4,No,491028.1360712123
CLG0011,82,9.0,8.91,2,No,1,8,4,Yes,619917.6362114253
CLG0002,107,5.6,5.42,1,No,10,9,4,No,481642.2013828449
CLG0025,90,5.62,5.56,6,Yes,1,7,0,No,443549.8418586042
CLG0067,124,9.74,9.85,8,Yes,4,9,4,Yes,736819.6938962119
CLG0061,88,9.1,9.09,5,No,1,8,3,Yes,635231.6744140196
CLG0040,117,7.76,8.1,8,Yes,4,2,0,No,635204.3834713107
CLG0030,102,9.37,9.77,3,No,0,3,2,No,682827.3609423218
CLG0009,103,9.95,9.92,6,No,4,6,0,No,690029.7480486123
CLG0030,70,8.05,7.79,1,No,2,6,1,No,542883.645901349
CLG0021,66,8.06,8.51,3,No,1,7,3,No,564788.7130964004
CLG0086,96,8.77,9.01,4,No,10,2,0,No,640290.9534045745
CLG0045,103,6.16,6.3,5,Yes,3,1,2,No,512996.813269155
CLG0012,83,5.84,6.09,3,Yes,0,5,1,No,477082.2799292847
CLG0042,83,8.8,8.38,8,Yes,2,2,5,No,572000.528425813
CLG0053,108,6.72,6.29,5,No,10,9,1,No,537858.8883795738
CLG0030,108,5.68,5.33,7,No,0,3,2,No,501059.45706111833
CLG0046,97,6.57,6.22,5,Yes,7,2,5,No,498549.6851617695
CLG0070,111,6.79,6.71,8,No,4,7,2,No,560212.8731918525
CLG0091,82,9.83,9.49,1,Yes,0,6,2,No,619371.0726360999
CLG0098,94,8.49,8.84,3,No,1,8,2,Yes,621010.6486857702
CLG0079,124,7.65,7.73,3,No,8,9,4,Yes,639141.343958222
CLG0060,101,9.84,9.71,10,No,6,3,3,No,665139.4487413102
CLG0055,101,9.52,9.09,10,No,2,8,2,Yes,657500.0697831227
CLG0054,134,7.56,7.65,3,No,0,4,4,No,628028.7594007333
CLG0030,79,9.53,9.15,6,No,1,2,0,No,610377.0900270846
CLG0079,111,7.02,7.26,9,No,6,4,1,No,587684.3385070394
CLG0059,124,6.15,6.45,6,Yes,7,4,0,No,563014.1158574484
CLG0036,95,6.16,6.2,5,Yes,4,8,0,No,497718.24847483874
CLG0058,112,8.31,7.96,1,No,3,10,5,Yes,632932.3604898258
CLG0057,85,7.51,7.8,2,No,9,8,4,No,574540.5259111079
CLG0093,89,8.29,8.1,1,Yes,3,7,4,No,587961.6320700186
CLG0007,105,8.43,8.15,6,Yes,4,4,2,No,621493.4635369463
CLG0079,111,5.11,5.08,3,Yes,6,2,2,No,477090.2869330358
CLG0052,116,5.27,5.69,5,Yes,6,1,4,No,516512.0778391848
CLG0051,123,7.66,7.46,6,Yes,3,2,3,No,608656.7574834106
CLG0093,98,5.96,6.37,5,No,0,2,5,No,508666.8751853384
CLG0014,117,8.16,7.71,3,Yes,4,3,5,No,633794.0274045086
CLG0074,94,7.76,7.34,2,No,6,10,2,No,559470.8078461412
CLG0024,113,7.93,8.13,2,No,3,5,5,Yes,633279.0739227958
CLG0038,103,6.51,6.2,2,No,6,1,0,No,502074.95100970357
CLG0002,106,8.2,8.02,10,Yes,7,5,2,No,594691.2217257569
CLG0071,106,9.15,8.79,4,No,1,7,2,No,652173.645365462
CLG0035,75,9.99,9.82,4,Yes,1,1,3,No,656225.4475977957
CLG0092,83,9.19,8.97,3,No,4,4,4,No,597229.0463705127
CLG0040,101,7.79,8.03,8,Yes,2,2,3,No,607779.7273033276
CLG0050,74,5.97,6.17,4,No,3,8,2,No,463228.1784364221
CLG0026,112,8.41,8.86,8,No,0,2,3,Yes,679003.8924022892
CLG0096,113,9.69,9.91,3,No,10,1,5,Yes,719465.9078079192
CLG0015,104,6.06,6.25,2,Yes,3,2,2,No,524825.1711576242
CLG0086,83,6.28,6.47,8,No,10,10,3,No,474275.46112305037
CLG0087,120,5.75,6.13,6,No,3,4,1,No,554269.9128817978
CLG0010,130,8.68,8.48,2,No,3,5,1,No,684310.4538993457
CLG0089,102,7.03,6.83,7,Yes,2,2,2,No,551295.5065920466
CLG0027,107,5.31,5.55,10,No,1,4,3,No,478832.7565697922
CLG0026,103,9.37,9.1,7,Yes,3,7,2,No,676531.6682642224
CLG0018,107,7.79,8.2,4,No,7,5,3,No,625266.1048268328
CLG0065,98,6.66,6.69,8,Yes,2,8,4,No,526904.7259437029
CLG0066,99,6.72,6.52,3,No,5,10,3,No,522134.2278338331
CLG0032,113,6.45,6.73,9,No,1,9,3,Yes,556851.0189460567
CLG0095,135,7.28,7.09,5,No,0,1,2,No,619824.4682174021
CLG0076,78,6.69,7.15,3,Yes,6,1,3,No,509182.2460772511
CLG0077,98,7.74,8.22,9,No,5,3,2,No,588408.0029876702
CLG0059,82,8.87,9.04,2,Yes,9,8,2,Yes,624313.5683294651
CLG0063,123,8.37,7.98,2,No,3,1,0,No,629597.5024693898
CLG0093,91,6.47,6.23,3,No,6,10,2,No,504503.0346980367
CLG0059,78,7.64,7.66,9,Yes,5,2,3,No,531479.8883018296
CLG0003,109,9.2,9.55,10,No,1,1,1,No,699292.0820857343
CLG0068,126,5.34,5.02,3,Yes,3,1,4,No,507513.5513405221
CLG0016,109,5.39,4.99,5,No,8,9,3,No,452817.0392213115
CLG0063,103,7.78,7.35,9,No,7,10,5,No,570806.971360997
CLG0010,106,8.2,8.21,10,No,5,1,3,No,632231.4405167706
CLG0014,121,6.06,6.44,6,Yes,0,4,3,No,588608.7553908657
CLG0051,86,8.73,8.27,6,Yes,6,7,0,No,599792.4729767365
CLG0083,98,8.23,7.94,1,No,0,5,1,No,590323.7140231715
CLG0043,93,9.62,9.81,2,No,7,10,3,Yes,664883.9214977777
CLG0094,82,5.84,6.17,9,Yes,2,5,5,No,468450.4061059141
CLG0068,95,8.76,9.07,8,Yes,8,7,2,No,636532.7286993937
CLG0062,116,5.42,5.71,2,No,4,6,1,No,515057.1833205575
CLG0100,108,7.83,7.46,5,No,5,6,1,No,588864.0003548868
CLG0062,109,7.76,7.66,5,Yes,3,8,3,No,618127.6756870475
CLG0032,102,6.94,7.42,6,No,5,10,2,No,556280.5538522932
CLG0091,107,9.22,9.71,4,No,8,9,1,No,728239.231260984
CLG0023,87,5.02,5.12,9,Yes,6,2,4,No,442164.6452118192
CLG0083,95,7.6,7.81,5,No,1,10,2,No,562769.0064285493
CLG0034,102,6.09,6.54,4,No,10,4,1,No,540887.1341498011
CLG0075,104,8.72,8.67,9,No,5,10,1,No,642250.6721328618
CLG0019,104,5.22,4.86,2,No,10,9,2,No,454366.001946819
CLG0023,97,9.16,9.33,2,Yes,10,10,0,No,648139.4829556685
CLG0044,94,9.19,9.65,3,No,8,1,2,No,670100.0745293273
CLG0051,147,9.16,9.36,10,No,7,10,4,Yes,764885.2414313968
CLG0040,113,5.76,6.06,4,No,10,8,0,No,535311.5740349108
CLG0056,106,8.15,8.07,10,No,0,1,3,No,613173.2059774505
CLG0072,96,5.07,4.67,9,No,4,4,0,No,424617.75719640794
CLG0009,93,9.24,8.91,5,Yes,5,9,4,Yes,647369.01306134
CLG0014,98,8.61,9.09,2,Yes,8,4,4,No,665755.2098596559
CLG0058,104,7.66,7.65,3,No,3,5,4,No,587650.3846762147
CLG0063,71,8.65,8.16,8,No,0,9,1,No,543505.8088770239
CLG0099,76,5.47,5.93,6,No,5,8,0,No,453835.9813672969
CLG0034,90,7.64,7.64,5,Yes,8,1,4,No,573026.9563048311
CLG0065,103,6.46,6.8,4,Yes,5,3,5,No,533426.1882621204
CLG0032,96,9.86,9.91,4,No,6,4,0,No,687889.4038292756
CLG0008,122,9.29,8.89,8,Yes,9,3,5,Yes,692661.1258659017
CLG0023,77,8.67,8.79,6,No,3,9,0,No,584954.6317052939
CLG0032,88,9.67,10.17,5,Yes,1,6,3,No,685447.9734256383
CLG0038,122,6.73,6.26,5,No,2,3,5,No,543426.3264394463
CLG0099,101,9.5,9.84,6,No,10,8,3,Yes,694943.8018338617
CLG0022,113,6.63,6.37,3,No,0,9,3,Yes,546948.8870727838
CLG0027,130,8.66,8.55,7,No,1,10,5,Yes,685050.196242897
CLG0085,89,8.68,8.55,1,No,6,4,1,No,606297.7740333873
CLG0061,98,5.09,5.49,5,No,8,5,1,No,458393.69386400655
CLG0052,95,6.81,6.81,6,No,8,3,3,No,544059.2644678643
CLG0029,70,5.1,5.05,2,No,8,5,4,No,387328.7329073551
CLG0013,95,9.99,10.31,2,Yes,10,2,2,No,706122.6753263834
CLG0037,113,5.61,5.16,9,No,0,2,5,No,484267.96383300546
CLG0042,108,7.71,7.3,2,Yes,6,5,1,No,578618.8102416162
CLG0045,109,8.95,8.47,3,Yes,6,7,2,No,633592.755063347
CLG0042,94,6.01,6.2,1,No,8,1,1,No,477047.66769672424
CLG0034,90,7.43,7.46,9,Yes,8,3,0,No,561771.7579892055
CLG0034,119,8.04,8.42,1,Yes,0,1,4,Yes,659135.9673596664
CLG0074,92,5.8,5.8,4,No,9,8,1,No,482195.3813466636
CLG0079,104,8.89,8.61,7,No,4,2,0,No,625836.9707474944
CLG0027,102,6.5,6.81,2,No,1,6,4,No,563447.0783622895
CLG0080,121,6.06,5.85,8,Yes,5,6,5,No,529602.1454132763
CLG0042,114,7.79,8.23,8,No,1,9,1,Yes,639814.4273261724
CLG0026,80,7.05,6.8,3,No,5,6,4,No,507501.7323711365
CLG0052,82,9.6,9.27,4,Yes,6,10,1,No,622996.6378905206
CLG0027,108,9.4,9.39,7,No,5,6,3,No,682596.5321512548
CLG0051,99,7.42,6.97,5,Yes,10,1,1,No,535008.8666767895
CLG0068,93,6.8,6.34,5,Yes,0,7,1,No,506611.95789691247
CLG0061,115,6.63,6.63,2,Yes,3,6,0,No,566524.9032720438
CLG0034,102,6.34,6.06,6,Yes,2,8,3,No,500788.7271649242
CLG0075,100,7.72,7.23,4,No,4,1,2,No,550993.1630516923
CLG0003,111,9.02,8.82,5,No,6,8,4,Yes,674030.3268071235
CLG0025,94,6.55,6.53,5,No,2,8,2,No,523646.1155957515
CLG0025,123,5.95,5.84,2,No,0,1,2,No,539771.7570973084
CLG0065,88,7.38,7.02,8,Yes,10,7,3,No,521477.6640967763
CLG0076,109,5.35,5.43,1,Yes,10,7,3,No,485339.4960423941
CLG0082,121,8.51,8.72,2,Yes,8,7,3,Yes,658118.5863619079
CLG0037,79,7.59,7.77,7,No,5,3,0,No,538551.420186516
CLG0013,94,7.48,7.37,7,No,5,3,0,No,565068.2972119619
CLG0082,117,6.5,6.14,2,Yes,3,8,4,Yes,536179.6706156471
CLG0015,117,9.52,9.52,1,No,10,8,3,Yes,702572.769172921
CLG0006,97,5.45,5.84,10,Yes,0,8,2,No,488485.45730072196
CLG0039,88,9.35,9.32,1,No,8,3,4,No,646321.9397888376
CLG0013,114,6.88,6.58,1,No,9,4,0,No,564475.9272736259
CLG0076,117,9.4,8.99,6,Yes,6,2,1,No,679592.1547368392
CLG0074,82,8.64,9.08,10,Yes,9,3,1,No,627346.8740824582
CLG0026,81,5.52,5.76,7,Yes,6,5,4,No,443565.8948813531
CLG0027,103,9.16,8.97,2,Yes,10,3,0,No,655474.5030479927
CLG0022,109,8.41,8.21,6,No,6,4,4,No,642896.1033765392
CLG0097,95,5.16,5.56,4,No,6,7,0,No,480204.8419096683
CLG0080,110,5.67,5.35,9,No,7,3,3,No,495259.2305710081
CLG0065,89,8.18,8.22,8,No,10,1,1,No,599840.3500828901
CLG0043,68,8.31,8.52,8,Yes,7,1,2,No,559964.7794100377
CLG0043,93,8.73,8.63,2,No,2,4,3,No,604144.9700989897
CLG0065,100,8.6,8.14,5,Yes,7,1,2,No,619703.1713562309
CLG0011,95,8.3,8.03,2,No,3,6,4,No,578565.7745918302
CLG0086,82,8.83,9.23,3,No,6,4,1,No,623660.4863798127
CLG0093,72,7.88,7.9,8,Yes,4,5,2,No,525292.9803053859
CLG0034,92,6.3,6.62,5,Yes,3,6,5,No,509998.29080152407
CLG0067,113,9.56,9.62,4,Yes,3,2,4,Yes,721309.9542135875
CLG0095,118,5.09,5.53,5,Yes,5,1,0,No,523805.16939199116
CLG0077,117,6.83,7.24,8,No,1,10,3,Yes,602260.7295721455
CLG0058,87,8.64,8.62,10,Yes,4,2,0,No,601735.1516010258
CLG0011,82,7.14,6.96,7,Yes,7,6,3,No,505421.4145204185
CLG0050,107,5.12,5.22,6,Yes,1,10,1,No,476030.43715121783
CLG0072,109,5.33,5.5,2,No,4,9,2,No,500957.73499959527
CLG0010,106,8.24,8.24,10,No,6,8,0,No,616820.7053948037
CLG0079,69,9.82,10.14,5,No,4,10,0,No,648359.6975943446
CLG0008,86,7.76,7.44,10,Yes,9,1,2,No,545496.7638928609
CLG0064,99,7.53,7.36,9,No,8,5,2,No,539298.4296885636
CLG0030,107,6.59,6.78,9,Yes,8,7,4,No,534822.8815150029
CLG0036,111,6.28,6.03,9,Yes,7,8,3,Yes,521281.92819654854
CLG0030,102,5.1,5.04,3,No,8,7,5,No,449361.02181311103
CLG0056,104,6.36,6.82,9,No,1,1,5,No,554269.1603726434
CLG0095,101,7.25,7.38,9,Yes,2,4,4,No,573301.8511116181
CLG0069,110,5.99,6.44,5,Yes,3,4,0,No,536172.5440518073
CLG0019,104,5.44,5.66,6,No,4,9,2,No,494530.7706017595
CLG0049,100,8.59,8.81,7,No,9,6,1,No,640142.7944903747
CLG0098,95,9.47,9.56,10,Yes,1,6,0,No,666073.7078469577
CLG0077,101,9.68,9.32,10,No,10,5,0,No,671395.9550505347
CLG0062,107,8.09,8.11,10,Yes,9,5,5,No,628503.194906038
CLG0061,104,5.26,5.01,6,Yes,3,9,3,No,449616.5693705442
CLG0025,105,8.7,9.2,5,No,3,2,4,No,662833.8284933354
CLG0078,120,5.55,5.32,1,Yes,4,10,5,Yes,491320.85595622443
CLG0011,103,8.35,8.08,4,Yes,5,5,3,No,621397.1221374068
CLG0030,90,8.9,9.02,8,No,0,1,0,No,631367.8317461298
CLG0071,113,8.63,8.64,8,Yes,5,5,2,Yes,670077.0793197533
CLG0066,79,9.76,9.28,6,No,8,4,1,No,625784.6537928334
CLG0035,83,8.69,8.32,3,Yes,2,4,3,No,587601.8892156613
CLG0043,105,8.47,8.78,8,Yes,1,4,5,No,636883.4314814714
CLG0067,107,6.31,6.29,7,Yes,7,3,0,No,535727.4043090203
CLG0097,81,9.62,9.27,9,No,1,6,5,No,635966.8819760998
CLG0051,94,5.9,5.87,3,No,7,3,5,No,473417.57915032917
CLG0046,90,9.52,9.27,6,Yes,9,6,4,No,642801.466113559
CLG0062,92,6.56,6.28,1,No,3,6,3,No,501804.26771243406
CLG0062,114,5.65,6.11,8,No,8,10,0,No,538719.7524896414
CLG0032,110,9.13,8.99,2,No,3,2,4,No,667195.2031293078
CLG0017,99,5.01,4.56,5,Yes,0,9,4,No,433652.50925387995
CLG0051,91,9.16,9.63,6,Yes,7,10,1,No,648100.4919246966
CLG0028,79,6.31,6.6,4,No,0,8,2,No,490100.0823091085
CLG0085,121,9.42,9.17,9,No,4,7,1,No,697261.4570915226
CLG0051,108,8.46,8.37,3,Yes,6,9,4,Yes,627993.4536884603
CLG0019,89,8.33,8.69,2,No,2,8,3,Yes,622323.7688852756
CLG0097,110,6.83,6.69,3,Yes,5,9,5,No,550849.7533268846
CLG0057,98,5.3,5.37,5,Yes,10,8,2,No,482024.450549979
CLG0075,95,9.15,9.18,1,Yes,0,3,4,No,656143.9398206602
CLG0097,106,5.85,5.75,10,No,5,10,2,No,484814.4795802524
CLG0087,88,6.86,7.0,4,No,4,1,3,No,529646.3833307598
CLG0007,94,8.0,7.97,1,Yes,1,6,0,No,603037.0344383314
CLG0008,101,7.41,6.93,9,No,3,3,0,No,559963.2494581379
CLG0030,92,5.99,6.3,3,No,10,3,4,No,493792.9738170835
CLG0007,110,5.7,5.31,2,No,10,6,4,No,503627.4616813816
CLG0058,128,5.62,5.58,5,Yes,10,10,1,No,534129.9828845893
CLG0086,88,9.32,9.4,1,No,6,9,4,Yes,654434.6537292327
CLG0027,75,5.16,5.37,10,No,5,5,0,No,425242.3969092894
CLG0040,69,9.89,9.8,7,No,10,1,0,No,604496.2913428269
CLG0100,97,5.99,6.23,9,No,9,10,1,No,501013.36282490694
CLG0036,90,5.55,5.18,1,No,5,7,5,No,437536.57009027334
CLG0019,103,7.88,8.03,8,No,8,9,3,Yes,612734.0756391344
CLG0091,101,5.4,5.73,8,No,1,10,2,No,491349.3466703024
CLG0056,75,8.01,8.4,7,Yes,0,2,0,No,552001.727587092
CLG0070,72,9.25,9.33,10,Yes,1,9,2,Yes,608552.6528234532
CLG0080,104,5.24,5.05,4,No,2,5,4,No,456745.90484800877
CLG0024,102,9.0,8.66,7,No,8,1,4,No,639072.4857841771
CLG0024,93,6.97,6.82,2,Yes,9,4,5,No,541818.0042182833
CLG0030,75,5.8,5.84,6,Yes,8,8,3,No,444350.13713030145
